assoc_cnpj;assoc_filial;assoc_datmvt;assoc_ass;assoc_desass;assoc_valdev;assoc_valven;assoc_margem;assoc_repres;assoc_metdia;
01141021000190;0001;20240501;AL;ALIMENTOS                     ;000000000000.00;000000010037.75;0045.41;0000.74;000000000.00;
01141021000190;0001;20240501;BA;BAZAR - SUPER                 ;000000000000.00;000000001339.65;0054.64;0000.09;000000000.00;
01141021000190;0001;20240501;BE;BEBIDAS                       ;000000000000.00;000000007881.23;0021.08;0000.58;000000000.00;
01141021000190;0001;20240501;HO;HORTIFRUTI                    ;000000000000.00;000000005653.14;0035.94;0000.41;000000000.00;
01141021000190;0001;20240501;HP;HIGIENE PESSOAL               ;000000000000.00;000000001827.15;0038.44;0000.13;000000000.00;
01141021000190;0001;20240501;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000005441.13;0042.80;0000.40;000000000.00;
01141021000190;0001;20240501;LI;LIMPEZA                       ;000000000000.00;000000003554.08;0045.08;0000.26;000000000.00;
01141021000190;0001;20240501;PA;PADARIA                       ;000000000000.00;000000004403.58;0055.19;0000.32;000000000.00;
01141021000190;0001;20240501;RP;RACOES PET                    ;000000000000.00;000000000427.70;0039.17;0000.03;000000000.00;
01141021000190;0001;20240501;VE;VESTUARIO                     ;000000000000.00;000000000008.15;0061.70;0000.00;000000000.00;
01141021000190;0001;20240501;XX;TOTAL DO DIA                  ;000000000000.00;000000054541.64;0040.37;0004.04;000043548.38;
01141021000190;0001;20240502;AC;ACOUGUE                       ;000000000000.00;000000021802.76;0040.51;0001.61;000000000.00;
01141021000190;0001;20240502;AL;ALIMENTOS                     ;000000000000.00;000000015324.83;0044.66;0001.13;000000000.00;
01141021000190;0001;20240502;BA;BAZAR - SUPER                 ;000000000000.00;000000002662.88;0052.96;0000.19;000000000.00;
01141021000190;0001;20240502;BE;BEBIDAS                       ;000000000000.00;000000015217.94;0020.66;0001.12;000000000.00;
01141021000190;0001;20240502;HO;HORTIFRUTI                    ;000000000000.00;000000008884.36;0035.49;0000.65;000000000.00;
01141021000190;0001;20240502;HP;HIGIENE PESSOAL               ;000000000000.00;000000003503.59;0038.70;0000.25;000000000.00;
01141021000190;0001;20240502;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000008536.24;0041.54;0000.63;000000000.00;
01141021000190;0001;20240502;LI;LIMPEZA                       ;000000000000.00;000000006560.97;0040.83;0000.48;000000000.00;
01141021000190;0001;20240502;PA;PADARIA                       ;000000000000.00;000000004546.16;0055.42;0000.33;000000000.00;
01141021000190;0001;20240502;RP;RACOES PET                    ;000000000000.00;000000000647.01;0043.04;0000.04;000000000.00;
01141021000190;0001;20240502;VE;VESTUARIO                     ;000000000000.00;000000000110.13;0059.96;0000.00;000000000.00;
01141021000190;0001;20240502;XX;TOTAL DO DIA                  ;000000000000.00;000000087796.87;0038.53;0006.50;000043548.38;
01141021000190;0001;20240503;AC;ACOUGUE                       ;000000000000.00;000000017120.46;0042.05;0001.26;000000000.00;
01141021000190;0001;20240503;AL;ALIMENTOS                     ;000000000000.00;000000008299.77;0042.16;0000.61;000000000.00;
01141021000190;0001;20240503;BA;BAZAR - SUPER                 ;000000000000.00;000000001980.72;0052.71;0000.14;000000000.00;
01141021000190;0001;20240503;BE;BEBIDAS                       ;000000000000.00;000000007124.84;0018.54;0000.52;000000000.00;
01141021000190;0001;20240503;HO;HORTIFRUTI                    ;000000000000.00;000000003198.64;0034.88;0000.23;000000000.00;
01141021000190;0001;20240503;HP;HIGIENE PESSOAL               ;000000000000.00;000000001864.24;0038.68;0000.13;000000000.00;
01141021000190;0001;20240503;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000003751.70;0041.92;0000.27;000000000.00;
01141021000190;0001;20240503;LI;LIMPEZA                       ;000000000000.00;000000003859.75;0041.25;0000.28;000000000.00;
01141021000190;0001;20240503;PA;PADARIA                       ;000000000000.00;000000001732.46;0051.81;0000.12;000000000.00;
01141021000190;0001;20240503;RP;RACOES PET                    ;000000000000.00;000000000528.68;0039.78;0000.03;000000000.00;
01141021000190;0001;20240503;XX;TOTAL DO DIA                  ;000000000000.00;000000049461.26;0038.76;0003.66;000043548.38;
01141021000190;0001;20240504;AC;ACOUGUE                       ;000000000000.00;000000006165.32;0043.01;0000.45;000000000.00;
01141021000190;0001;20240504;AL;ALIMENTOS                     ;000000000000.00;000000014436.79;0042.30;0001.06;000000000.00;
01141021000190;0001;20240504;BA;BAZAR - SUPER                 ;000000000000.00;000000004148.41;0050.47;0000.30;000000000.00;
01141021000190;0001;20240504;BE;BEBIDAS                       ;000000000000.00;000000005321.92;0023.17;0000.39;000000000.00;
01141021000190;0001;20240504;HO;HORTIFRUTI                    ;000000000000.00;000000004581.86;0036.52;0000.33;000000000.00;
01141021000190;0001;20240504;HP;HIGIENE PESSOAL               ;000000000000.00;000000002333.67;0037.71;0000.17;000000000.00;
01141021000190;0001;20240504;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000005046.03;0043.19;0000.37;000000000.00;
01141021000190;0001;20240504;LI;LIMPEZA                       ;000000000000.00;000000007317.43;0038.83;0000.54;000000000.00;
01141021000190;0001;20240504;PA;PADARIA                       ;000000000000.00;000000003735.73;0054.60;0000.27;000000000.00;
01141021000190;0001;20240504;RP;RACOES PET                    ;000000000000.00;000000000491.26;0042.62;0000.03;000000000.00;
01141021000190;0001;20240504;VE;VESTUARIO                     ;000000000000.00;000000000093.50;0057.15;0000.00;000000000.00;
01141021000190;0001;20240504;XX;TOTAL DO DIA                  ;000000000000.00;000000053671.92;0040.91;0003.97;000043548.38;
01141021000190;0001;20240505;AC;ACOUGUE                       ;000000000000.00;000000010129.10;0039.88;0000.75;000000000.00;
01141021000190;0001;20240505;AL;ALIMENTOS                     ;000000000000.00;000000015545.02;0040.37;0001.15;000000000.00;
01141021000190;0001;20240505;BA;BAZAR - SUPER                 ;000000000000.00;000000003899.59;0052.76;0000.28;000000000.00;
01141021000190;0001;20240505;BE;BEBIDAS                       ;000000000000.00;000000006742.69;0023.32;0000.49;000000000.00;
01141021000190;0001;20240505;HO;HORTIFRUTI                    ;000000000000.00;000000004721.35;0035.69;0000.34;000000000.00;
01141021000190;0001;20240505;HP;HIGIENE PESSOAL               ;000000000000.00;000000001965.29;0037.27;0000.14;000000000.00;
01141021000190;0001;20240505;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000003700.58;0042.12;0000.27;000000000.00;
01141021000190;0001;20240505;LI;LIMPEZA                       ;000000000000.00;000000008485.70;0037.53;0000.62;000000000.00;
01141021000190;0001;20240505;PA;PADARIA                       ;000000000000.00;000000003525.27;0053.89;0000.26;000000000.00;
01141021000190;0001;20240505;RP;RACOES PET                    ;000000000000.00;000000001223.37;0037.80;0000.09;000000000.00;
01141021000190;0001;20240505;VE;VESTUARIO                     ;000000000000.00;000000000056.78;0064.32;0000.00;000000000.00;
01141021000190;0001;20240505;XX;TOTAL DO DIA                  ;000000000000.00;000000059994.74;0039.17;0004.44;000043548.38;
01141021000190;0001;20240506;AC;ACOUGUE                       ;000000000000.00;000000010150.33;0040.53;0000.75;000000000.00;
01141021000190;0001;20240506;AL;ALIMENTOS                     ;000000000000.00;000000017623.84;0040.60;0001.30;000000000.00;
01141021000190;0001;20240506;BA;BAZAR - SUPER                 ;000000000000.00;000000004495.13;0054.94;0000.33;000000000.00;
01141021000190;0001;20240506;BE;BEBIDAS                       ;000000000000.00;000000009673.57;0023.92;0000.71;000000000.00;
01141021000190;0001;20240506;HO;HORTIFRUTI                    ;000000000000.00;000000005275.26;0036.28;0000.39;000000000.00;
01141021000190;0001;20240506;HP;HIGIENE PESSOAL               ;000000000000.00;000000003451.22;0037.90;0000.25;000000000.00;
01141021000190;0001;20240506;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000004473.29;0042.13;0000.33;000000000.00;
01141021000190;0001;20240506;LI;LIMPEZA                       ;000000000000.00;000000009359.52;0031.97;0000.69;000000000.00;
01141021000190;0001;20240506;PA;PADARIA                       ;000000000000.00;000000004115.97;0055.15;0000.30;000000000.00;
01141021000190;0001;20240506;RP;RACOES PET                    ;000000000000.00;000000000841.79;0022.66;0000.06;000000000.00;
01141021000190;0001;20240506;VE;VESTUARIO                     ;000000000000.00;000000000215.78;0058.36;0000.01;000000000.00;
01141021000190;0001;20240506;XX;TOTAL DO DIA                  ;000000000000.00;000000069675.70;0038.37;0005.16;000043548.38;
01141021000190;0001;20240507;AC;ACOUGUE                       ;000000000000.00;000000009600.42;0039.26;0000.71;000000000.00;
01141021000190;0001;20240507;AL;ALIMENTOS                     ;000000000000.00;000000020181.57;0041.74;0001.49;000000000.00;
01141021000190;0001;20240507;BA;BAZAR - SUPER                 ;000000000000.00;000000003099.80;0053.07;0000.22;000000000.00;
01141021000190;0001;20240507;BE;BEBIDAS                       ;000000000000.00;000000013705.40;0028.67;0001.01;000000000.00;
01141021000190;0001;20240507;HO;HORTIFRUTI                    ;000000000000.00;000000005445.31;0035.99;0000.40;000000000.00;
01141021000190;0001;20240507;HP;HIGIENE PESSOAL               ;000000000000.00;000000003330.65;0035.14;0000.24;000000000.00;
01141021000190;0001;20240507;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000006519.51;0042.66;0000.48;000000000.00;
01141021000190;0001;20240507;LI;LIMPEZA                       ;000000000000.00;000000010440.28;0036.13;0000.77;000000000.00;
01141021000190;0001;20240507;PA;PADARIA                       ;000000000000.00;000000003965.54;0053.88;0000.29;000000000.00;
01141021000190;0001;20240507;RP;RACOES PET                    ;000000000000.00;000000001239.51;0032.77;0000.09;000000000.00;
01141021000190;0001;20240507;VE;VESTUARIO                     ;000000000000.00;000000000679.50;0059.96;0000.05;000000000.00;
01141021000190;0001;20240507;XX;TOTAL DO DIA                  ;000000000000.00;000000078207.49;0038.87;0005.79;000043548.38;
01141021000190;0001;20240508;AC;ACOUGUE                       ;000000000000.00;000000013355.60;0040.56;0000.98;000000000.00;
01141021000190;0001;20240508;AL;ALIMENTOS                     ;000000000000.00;000000019389.23;0041.62;0001.43;000000000.00;
01141021000190;0001;20240508;BA;BAZAR - SUPER                 ;000000000000.00;000000003318.18;0052.55;0000.24;000000000.00;
01141021000190;0001;20240508;BE;BEBIDAS                       ;000000000000.00;000000011295.97;0024.45;0000.83;000000000.00;
01141021000190;0001;20240508;HO;HORTIFRUTI                    ;000000000000.00;000000005867.06;0034.86;0000.43;000000000.00;
01141021000190;0001;20240508;HP;HIGIENE PESSOAL               ;000000000000.00;000000002856.95;0037.50;0000.21;000000000.00;
01141021000190;0001;20240508;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000005616.04;0041.34;0000.41;000000000.00;
01141021000190;0001;20240508;LI;LIMPEZA                       ;000000000000.00;000000006247.15;0037.18;0000.46;000000000.00;
01141021000190;0001;20240508;PA;PADARIA                       ;000000000000.00;000000004586.58;0055.27;0000.33;000000000.00;
01141021000190;0001;20240508;RP;RACOES PET                    ;000000000000.00;000000000978.13;0025.99;0000.07;000000000.00;
01141021000190;0001;20240508;VE;VESTUARIO                     ;000000000000.00;000000001877.52;0059.70;0000.13;000000000.00;
01141021000190;0001;20240508;XX;TOTAL DO DIA                  ;000000000000.00;000000075388.41;0039.34;0005.58;000043548.38;
01141021000190;0001;20240509;AC;ACOUGUE                       ;000000000000.00;000000022829.74;0039.06;0001.69;000000000.00;
01141021000190;0001;20240509;AL;ALIMENTOS                     ;000000000000.00;000000028784.63;0041.31;0002.13;000000000.00;
01141021000190;0001;20240509;BA;BAZAR - SUPER                 ;000000000000.00;000000006827.43;0052.66;0000.50;000000000.00;
01141021000190;0001;20240509;BE;BEBIDAS                       ;000000000000.00;000000019178.57;0024.85;0001.42;000000000.00;
01141021000190;0001;20240509;HO;HORTIFRUTI                    ;000000000000.00;000000007717.45;0036.64;0000.57;000000000.00;
01141021000190;0001;20240509;HP;HIGIENE PESSOAL               ;000000000000.00;000000004939.59;0031.11;0000.36;000000000.00;
01141021000190;0001;20240509;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000008817.39;0040.77;0000.65;000000000.00;
01141021000190;0001;20240509;LI;LIMPEZA                       ;000000000000.00;000000009668.03;0039.62;0000.71;000000000.00;
01141021000190;0001;20240509;PA;PADARIA                       ;000000000000.00;000000003719.35;0054.85;0000.27;000000000.00;
01141021000190;0001;20240509;RP;RACOES PET                    ;000000000000.00;000000000753.71;0042.76;0000.05;000000000.00;
01141021000190;0001;20240509;VE;VESTUARIO                     ;000000000000.00;000000002292.30;0059.91;0000.16;000000000.00;
01141021000190;0001;20240509;XX;TOTAL DO DIA                  ;000000000000.00;000000115528.19;0038.68;0008.55;000043548.38;
01141021000190;0001;20240510;AC;ACOUGUE                       ;000000000000.00;000000017333.91;0038.69;0001.28;000000000.00;
01141021000190;0001;20240510;AL;ALIMENTOS                     ;000000000000.00;000000009119.30;0042.51;0000.67;000000000.00;
01141021000190;0001;20240510;BA;BAZAR - SUPER                 ;000000000000.00;000000001955.05;0052.22;0000.14;000000000.00;
01141021000190;0001;20240510;BE;BEBIDAS                       ;000000000000.00;000000007488.06;0022.68;0000.55;000000000.00;
01141021000190;0001;20240510;HO;HORTIFRUTI                    ;000000000000.00;000000002599.74;0035.57;0000.19;000000000.00;
01141021000190;0001;20240510;HP;HIGIENE PESSOAL               ;000000000000.00;000000001965.24;0031.62;0000.14;000000000.00;
01141021000190;0001;20240510;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000003553.73;0040.84;0000.26;000000000.00;
01141021000190;0001;20240510;LI;LIMPEZA                       ;000000000000.00;000000002841.24;0043.30;0000.21;000000000.00;
01141021000190;0001;20240510;PA;PADARIA                       ;000000000000.00;000000001707.23;0055.06;0000.12;000000000.00;
01141021000190;0001;20240510;RP;RACOES PET                    ;000000000000.00;000000000194.00;0042.53;0000.01;000000000.00;
01141021000190;0001;20240510;VE;VESTUARIO                     ;000000000000.00;000000000164.11;0059.04;0000.01;000000000.00;
01141021000190;0001;20240510;XX;TOTAL DO DIA                  ;000000000000.00;000000048921.61;0038.12;0003.62;000043548.38;
01141021000190;0001;20240516;AL;ALIMENTOS                     ;000000000000.00;000000000194.34;0024.04;0000.01;000000000.00;
01141021000190;0001;20240516;BE;BEBIDAS                       ;000000000000.00;000000000269.40;0051.40;0000.01;000000000.00;
01141021000190;0001;20240516;HP;HIGIENE PESSOAL               ;000000000000.00;000000000117.90;0036.32;0000.00;000000000.00;
01141021000190;0001;20240516;RP;RACOES PET                    ;000000000000.00;000000000412.50;0036.98;0000.03;000000000.00;
01141021000190;0001;20240516;XX;TOTAL DO DIA                  ;000000000000.00;000000000994.14;0038.27;0000.07;000043548.38;
01141021000190;0001;20240517;AL;ALIMENTOS                     ;000000000000.00;000000000109.78;0032.65;0000.00;000000000.00;
01141021000190;0001;20240517;XX;TOTAL DO DIA                  ;000000000000.00;000000000109.78;0032.64;0000.00;000043548.38;
01141021000190;0001;20240519;AL;ALIMENTOS                     ;000000000000.00;000000000059.88;0032.65;0000.00;000000000.00;
01141021000190;0002;20240519;XX;TOTAL DO DIA                  ;000000000000.00;000000000059.88;0032.64;0000.00;000059677.41;
01141021000190;0002;20240502;AC;ACOUGUE                       ;000000000000.00;000000006301.16;0042.59;0000.34;000000000.00;
01141021000190;0002;20240502;AL;ALIMENTOS                     ;000000000000.00;000000008091.51;0047.24;0000.43;000000000.00;
01141021000190;0002;20240502;BA;BAZAR - SUPER                 ;000000000000.00;000000001583.30;0054.79;0000.08;000000000.00;
01141021000190;0002;20240502;BE;BEBIDAS                       ;000000000000.00;000000002516.76;0030.52;0000.13;000000000.00;
01141021000190;0002;20240502;HO;HORTIFRUTI                    ;000000000000.00;000000005670.00;0036.48;0000.30;000000000.00;
01141021000190;0002;20240502;HP;HIGIENE PESSOAL               ;000000000000.00;000000001501.11;0039.08;0000.08;000000000.00;
01141021000190;0002;20240502;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000004132.05;0045.43;0000.22;000000000.00;
01141021000190;0002;20240502;LI;LIMPEZA                       ;000000000000.00;000000002096.47;0050.92;0000.11;000000000.00;
01141021000190;0002;20240502;PA;PADARIA                       ;000000000000.00;000000003511.60;0054.39;0000.18;000000000.00;
01141021000190;0002;20240502;RP;RACOES PET                    ;000000000000.00;000000000763.25;0039.96;0000.04;000000000.00;
01141021000190;0002;20240502;VE;VESTUARIO                     ;000000000000.00;000000000189.25;0058.25;0000.01;000000000.00;
01141021000190;0002;20240502;XX;TOTAL DO DIA                  ;000000000000.00;000000036356.46;0044.19;0001.96;000059677.41;
01141021000190;0002;20240503;AC;ACOUGUE                       ;000000000000.00;000000007480.99;0041.33;0000.40;000000000.00;
01141021000190;0002;20240503;AL;ALIMENTOS                     ;000000000000.00;000000007229.22;0046.67;0000.39;000000000.00;
01141021000190;0002;20240503;BA;BAZAR - SUPER                 ;000000000000.00;000000001581.34;0056.79;0000.08;000000000.00;
01141021000190;0002;20240503;BE;BEBIDAS                       ;000000000000.00;000000002985.64;0027.86;0000.16;000000000.00;
01141021000190;0002;20240503;HO;HORTIFRUTI                    ;000000000000.00;000000005440.71;0036.54;0000.29;000000000.00;
01141021000190;0002;20240503;HP;HIGIENE PESSOAL               ;000000000000.00;000000001626.28;0040.64;0000.08;000000000.00;
01141021000190;0002;20240503;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000003995.40;0044.12;0000.21;000000000.00;
01141021000190;0002;20240503;LI;LIMPEZA                       ;000000000000.00;000000002943.98;0050.63;0000.15;000000000.00;
01141021000190;0002;20240503;PA;PADARIA                       ;000000000000.00;000000002977.60;0055.35;0000.16;000000000.00;
01141021000190;0002;20240503;RP;RACOES PET                    ;000000000000.00;000000000304.75;0044.53;0000.01;000000000.00;
01141021000190;0002;20240503;VE;VESTUARIO                     ;000000000000.00;000000000055.80;0056.36;0000.00;000000000.00;
01141021000190;0002;20240503;XX;TOTAL DO DIA                  ;000000000000.00;000000036621.71;0043.45;0001.97;000059677.41;
01141021000190;0002;20240504;AC;ACOUGUE                       ;000000000000.00;000000009866.07;0038.66;0000.53;000000000.00;
01141021000190;0002;20240504;AL;ALIMENTOS                     ;000000000000.00;000000007222.29;0046.58;0000.39;000000000.00;
01141021000190;0002;20240504;BA;BAZAR - SUPER                 ;000000000000.00;000000001603.70;0051.53;0000.08;000000000.00;
01141021000190;0002;20240504;BE;BEBIDAS                       ;000000000000.00;000000005737.45;0024.32;0000.31;000000000.00;
01141021000190;0002;20240504;HO;HORTIFRUTI                    ;000000000000.00;000000003936.98;0036.68;0000.21;000000000.00;
01141021000190;0002;20240504;HP;HIGIENE PESSOAL               ;000000000000.00;000000001487.09;0042.05;0000.08;000000000.00;
01141021000190;0002;20240504;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000003834.23;0044.94;0000.20;000000000.00;
01141021000190;0002;20240504;LI;LIMPEZA                       ;000000000000.00;000000002850.19;0050.79;0000.15;000000000.00;
01141021000190;0002;20240504;PA;PADARIA                       ;000000000000.00;000000003566.49;0056.51;0000.19;000000000.00;
01141021000190;0002;20240504;RP;RACOES PET                    ;000000000000.00;000000000381.75;0043.53;0000.02;000000000.00;
01141021000190;0002;20240504;VE;VESTUARIO                     ;000000000000.00;000000000039.90;0060.00;0000.00;000000000.00;
01141021000190;0002;20240504;XX;TOTAL DO DIA                  ;000000000000.00;000000040526.14;0041.56;0002.19;000059677.41;
01141021000190;0002;20240505;AC;ACOUGUE                       ;000000000000.00;000000013498.03;0039.20;0000.72;000000000.00;
01141021000190;0002;20240505;AL;ALIMENTOS                     ;000000000000.00;000000008507.03;0046.82;0000.45;000000000.00;
01141021000190;0002;20240505;BA;BAZAR - SUPER                 ;000000000000.00;000000002123.04;0054.45;0000.11;000000000.00;
01141021000190;0002;20240505;BE;BEBIDAS                       ;000000000000.00;000000007822.79;0026.27;0000.42;000000000.00;
01141021000190;0002;20240505;HO;HORTIFRUTI                    ;000000000000.00;000000006693.99;0032.43;0000.36;000000000.00;
01141021000190;0002;20240505;HP;HIGIENE PESSOAL               ;000000000000.00;000000001614.85;0040.77;0000.08;000000000.00;
01141021000190;0002;20240505;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000004804.56;0042.34;0000.25;000000000.00;
01141021000190;0002;20240505;LI;LIMPEZA                       ;000000000000.00;000000003045.76;0047.62;0000.16;000000000.00;
01141021000190;0002;20240505;PA;PADARIA                       ;000000000000.00;000000003911.32;0054.91;0000.21;000000000.00;
01141021000190;0002;20240505;RP;RACOES PET                    ;000000000000.00;000000000405.82;0046.94;0000.02;000000000.00;
01141021000190;0002;20240505;VE;VESTUARIO                     ;000000000000.00;000000000098.94;0059.33;0000.00;000000000.00;
01141021000190;0002;20240505;XX;TOTAL DO DIA                  ;000000000000.00;000000052526.13;0040.35;0002.83;000059677.41;
01141021000190;0002;20240506;AC;ACOUGUE                       ;000000000000.00;000000019192.09;0039.71;0001.03;000000000.00;
01141021000190;0002;20240506;AL;ALIMENTOS                     ;000000000000.00;000000012751.14;0046.72;0000.68;000000000.00;
01141021000190;0002;20240506;BA;BAZAR - SUPER                 ;000000000000.00;000000002055.18;0055.26;0000.11;000000000.00;
01141021000190;0002;20240506;BE;BEBIDAS                       ;000000000000.00;000000010381.61;0026.98;0000.56;000000000.00;
01141021000190;0002;20240506;HO;HORTIFRUTI                    ;000000000000.00;000000007386.33;0031.56;0000.39;000000000.00;
01141021000190;0002;20240506;HP;HIGIENE PESSOAL               ;000000000000.00;000000003102.11;0039.40;0000.16;000000000.00;
01141021000190;0002;20240506;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000006908.80;0042.54;0000.37;000000000.00;
01141021000190;0002;20240506;LI;LIMPEZA                       ;000000000000.00;000000004546.02;0048.47;0000.24;000000000.00;
01141021000190;0002;20240506;PA;PADARIA                       ;000000000000.00;000000003849.55;0054.86;0000.20;000000000.00;
01141021000190;0002;20240506;RP;RACOES PET                    ;000000000000.00;000000000513.85;0044.56;0000.02;000000000.00;
01141021000190;0002;20240506;VE;VESTUARIO                     ;000000000000.00;000000000086.15;0059.65;0000.00;000000000.00;
01141021000190;0002;20240506;XX;TOTAL DO DIA                  ;000000000000.00;000000070772.83;0040.41;0003.82;000059677.41;
01141021000190;0002;20240507;AC;ACOUGUE                       ;000000000000.00;000000018107.10;0039.40;0000.97;000000000.00;
01141021000190;0002;20240507;AL;ALIMENTOS                     ;000000000000.00;000000006145.47;0047.10;0000.33;000000000.00;
01141021000190;0002;20240507;BA;BAZAR - SUPER                 ;000000000000.00;000000001438.23;0054.00;0000.07;000000000.00;
01141021000190;0002;20240507;BE;BEBIDAS                       ;000000000000.00;000000006670.73;0021.93;0000.36;000000000.00;
01141021000190;0002;20240507;HO;HORTIFRUTI                    ;000000000000.00;000000003440.83;0033.51;0000.18;000000000.00;
01141021000190;0002;20240507;HP;HIGIENE PESSOAL               ;000000000000.00;000000000917.78;0040.03;0000.04;000000000.00;
01141021000190;0002;20240507;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000004267.40;0043.15;0000.23;000000000.00;
01141021000190;0002;20240507;LI;LIMPEZA                       ;000000000000.00;000000002524.64;0050.86;0000.13;000000000.00;
01141021000190;0002;20240507;PA;PADARIA                       ;000000000000.00;000000002131.06;0052.04;0000.11;000000000.00;
01141021000190;0002;20240507;RP;RACOES PET                    ;000000000000.00;000000000350.22;0044.40;0000.01;000000000.00;
01141021000190;0002;20240507;XX;TOTAL DO DIA                  ;000000000000.00;000000045993.46;0039.52;0002.48;000059677.41;
01141021000190;0002;20240508;AC;ACOUGUE                       ;000000000000.00;000000006848.95;0040.81;0000.37;000000000.00;
01141021000190;0002;20240508;AL;ALIMENTOS                     ;000000000000.00;000000006891.48;0047.37;0000.37;000000000.00;
01141021000190;0002;20240508;BA;BAZAR - SUPER                 ;000000000000.00;000000001534.00;0054.95;0000.08;000000000.00;
01141021000190;0002;20240508;BE;BEBIDAS                       ;000000000000.00;000000003245.52;0029.11;0000.17;000000000.00;
01141021000190;0002;20240508;HO;HORTIFRUTI                    ;000000000000.00;000000006239.35;0035.07;0000.33;000000000.00;
01141021000190;0002;20240508;HP;HIGIENE PESSOAL               ;000000000000.00;000000001558.19;0037.93;0000.08;000000000.00;
01141021000190;0002;20240508;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000003570.40;0041.76;0000.19;000000000.00;
01141021000190;0002;20240508;LI;LIMPEZA                       ;000000000000.00;000000002975.46;0046.68;0000.16;000000000.00;
01141021000190;0002;20240508;PA;PADARIA                       ;000000000000.00;000000003382.98;0054.97;0000.18;000000000.00;
01141021000190;0002;20240508;RP;RACOES PET                    ;000000000000.00;000000000415.18;0042.70;0000.02;000000000.00;
01141021000190;0002;20240508;XX;TOTAL DO DIA                  ;000000000000.00;000000036661.51;0042.39;0001.98;000059677.41;
01141021000190;0002;20240509;AC;ACOUGUE                       ;000000000000.00;000000006443.52;0041.90;0000.34;000000000.00;
01141021000190;0002;20240509;AL;ALIMENTOS                     ;000000000000.00;000000006700.38;0046.03;0000.36;000000000.00;
01141021000190;0002;20240509;BA;BAZAR - SUPER                 ;000000000000.00;000000001533.52;0057.12;0000.08;000000000.00;
01141021000190;0002;20240509;BE;BEBIDAS                       ;000000000000.00;000000003804.04;0027.44;0000.20;000000000.00;
01141021000190;0002;20240509;HO;HORTIFRUTI                    ;000000000000.00;000000004803.94;0032.91;0000.25;000000000.00;
01141021000190;0002;20240509;HP;HIGIENE PESSOAL               ;000000000000.00;000000001145.82;0038.07;0000.06;000000000.00;
01141021000190;0002;20240509;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000003703.91;0042.15;0000.20;000000000.00;
01141021000190;0002;20240509;LI;LIMPEZA                       ;000000000000.00;000000002154.14;0046.52;0000.11;000000000.00;
01141021000190;0002;20240509;PA;PADARIA                       ;000000000000.00;000000003357.49;0055.72;0000.18;000000000.00;
01141021000190;0002;20240509;RP;RACOES PET                    ;000000000000.00;000000000227.50;0043.62;0000.01;000000000.00;
01141021000190;0002;20240509;XX;TOTAL DO DIA                  ;000000000000.00;000000033874.26;0042.08;0001.83;000059677.41;
01141021000190;0002;20240510;AC;ACOUGUE                       ;000000000000.00;000000007156.44;0041.91;0000.38;000000000.00;
01141021000190;0002;20240510;AL;ALIMENTOS                     ;000000000000.00;000000006536.78;0046.04;0000.35;000000000.00;
01141021000190;0002;20240510;BA;BAZAR - SUPER                 ;000000000000.00;000000001502.04;0054.19;0000.08;000000000.00;
01141021000190;0002;20240510;BE;BEBIDAS                       ;000000000000.00;000000004182.47;0024.92;0000.22;000000000.00;
01141021000190;0002;20240510;HO;HORTIFRUTI                    ;000000000000.00;000000003870.07;0036.49;0000.20;000000000.00;
01141021000190;0002;20240510;HP;HIGIENE PESSOAL               ;000000000000.00;000000001669.69;0037.50;0000.09;000000000.00;
01141021000190;0002;20240510;LE;LATICINIOS/EMBUTIDOS          ;000000000000.00;000000003465.88;0041.86;0000.18;000000000.00;
01141021000190;0002;20240510;LI;LIMPEZA                       ;000000000000.00;000000002575.12;0048.83;0000.13;000000000.00;
01141021000190;0002;20240510;PA;PADARIA                       ;000000000000.00;000000003138.75;0055.06;0000.16;000000000.00;
01141021000190;0002;20240510;RP;RACOES PET                    ;000000000000.00;000000000382.13;0040.36;0000.02;000000000.00;
01141021000190;0002;20240510;XX;TOTAL DO DIA                  ;000000000000.00;000000034479.37;0042.03;0001.86;000059677.41;
01141021000190;0002;20240511;AC;ACOUGUE                       ;000000000000.00;000000008601.57;0039.91;0000.46;000000000.00;
01141021000190;0002;20240511;AL;ALIMENTOS                     ;000000000000.00;000000008765.92;0042.32;0000.47;000000000.00;
